STORAGE_IN,CONSTANT_HEAD_IN,RECHARGE_IN,STREAM_LEAKAGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,RECHARGE_OUT,STREAM_LEAKAGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY,WellNum
0.0,264.7582092285156,914428.75,192054.390625,2000.5689697265625,1108748.5,0.0,55704.35546875,0.0,1051057.375,1989.5831298828125,1108751.375,-2.875,-0.0,2
0.0,264.7532958984375,914428.75,192054.40625,2001.637939453125,1108749.5,0.0,55704.171875,0.0,1051057.625,1990.6650390625,1108752.375,-2.875,-0.0,20
0.0,264.7524108886719,914428.75,192054.140625,2001.6265869140625,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6474609375,1108752.125,-2.875,-0.0,200
0.0,264.7524108886719,914428.75,192054.109375,2001.6224365234375,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.656494140625,1108752.125,-2.875,-0.0,201
0.0,264.7524108886719,914428.75,192054.09375,2001.6138916015625,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.659423828125,1108752.125,-2.875,-0.0,202
0.0,264.7524108886719,914428.75,192054.078125,2001.6131591796875,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6483154296875,1108752.125,-2.875,-0.0,203
0.0,264.7524108886719,914428.75,192054.046875,2001.6148681640625,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6473388671875,1108752.0,-2.875,-0.0,204
0.0,264.7524108886719,914428.75,192054.03125,2001.61279296875,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6463623046875,1108752.0,-2.875,-0.0,205
0.0,264.7524108886719,914428.75,192054.03125,2001.6097412109375,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6549072265625,1108752.0,-2.875,-0.0,206
0.0,264.7524108886719,914428.75,192054.03125,2001.6099853515625,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6490478515625,1108752.0,-2.875,-0.0,207
0.0,264.7524108886719,914428.75,192054.015625,2001.614501953125,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.647216796875,1108752.0,-2.875,-0.0,208
0.0,264.7524108886719,914428.75,192054.015625,2001.621826171875,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.646728515625,1108752.0,-2.875,-0.0,209
0.0,264.75250244140625,914428.75,192054.59375,2001.3446044921875,1108749.5,0.0,55704.4609375,0.0,1051057.5,1990.35693359375,1108752.375,-2.875,-0.0,21
0.0,264.7524108886719,914428.75,192054.015625,1999.9371337890625,1108747.375,0.0,55704.4765625,0.0,1051056.875,1988.96142578125,1108750.375,-3.0,-0.0,210
0.0,264.7524108886719,914428.75,192054.015625,2000.4866943359375,1108748.0,0.0,55704.4765625,0.0,1051056.875,1989.50341796875,1108750.875,-2.875,-0.0,211
0.0,264.7524108886719,914428.75,192054.0,2000.655029296875,1108748.125,0.0,55704.4765625,0.0,1051056.875,1989.6728515625,1108751.0,-2.875,-0.0,212
0.0,264.7524108886719,914428.75,192054.046875,2000.6534423828125,1108748.125,0.0,55704.47265625,0.0,1051056.875,1989.7095947265625,1108751.125,-3.0,-0.0,213
0.0,264.7524108886719,914428.75,192054.09375,2001.59619140625,1108749.25,0.0,55704.46875,0.0,1051057.0,1990.640380859375,1108752.125,-2.875,-0.0,214
0.0,264.7524108886719,914428.75,192054.140625,2001.6134033203125,1108749.25,0.0,55704.46484375,0.0,1051057.0,1990.66796875,1108752.125,-2.875,-0.0,215
0.0,264.7524108886719,914428.75,192054.171875,2001.621337890625,1108749.25,0.0,55704.4609375,0.0,1051057.0,1990.6697998046875,1108752.125,-2.875,-0.0,216
0.0,264.7524108886719,914428.75,192054.21875,2001.625244140625,1108749.375,0.0,55704.4609375,0.0,1051057.125,1990.6729736328125,1108752.25,-2.875,-0.0,217
0.0,264.7524108886719,914428.75,192054.25,2001.6273193359375,1108749.375,0.0,55704.4609375,0.0,1051057.125,1990.675537109375,1108752.25,-2.875,-0.0,218
0.0,264.7524108886719,914428.75,192054.296875,2001.62841796875,1108749.375,0.0,55704.4609375,0.0,1051057.125,1990.666259765625,1108752.25,-2.875,-0.0,219
0.0,264.75250244140625,914428.75,192054.28125,2001.6180419921875,1108749.375,0.0,55704.45703125,0.0,1051057.25,1990.6385498046875,1108752.375,-3.0,-0.0,22
0.0,264.7524108886719,914428.75,192054.328125,2001.6270751953125,1108749.5,0.0,55704.4609375,0.0,1051057.25,1990.6610107421875,1108752.375,-2.875,-0.0,220
0.0,264.7524108886719,914428.75,192054.359375,2001.62353515625,1108749.5,0.0,55704.4609375,0.0,1051057.25,1990.664306640625,1108752.375,-2.875,-0.0,221
0.0,264.7524108886719,914428.75,192054.40625,2001.6136474609375,1108749.5,0.0,55704.4609375,0.0,1051057.25,1990.6644287109375,1108752.375,-2.875,-0.0,222
0.0,264.7524108886719,914428.75,192054.109375,2001.6259765625,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6455078125,1108752.125,-2.875,-0.0,223
0.0,264.7524108886719,914428.75,192054.15625,2001.6234130859375,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.650146484375,1108752.125,-2.875,-0.0,224
0.0,264.7524108886719,914428.75,192054.1875,2001.625244140625,1108749.375,0.0,55704.4765625,0.0,1051057.125,1990.6524658203125,1108752.25,-2.875,-0.0,225
0.0,264.7524108886719,914428.75,192054.203125,2001.6290283203125,1108749.375,0.0,55704.4765625,0.0,1051057.125,1990.6517333984375,1108752.25,-2.875,-0.0,226
0.0,264.7524108886719,914428.75,192054.140625,2001.6279296875,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.659912109375,1108752.125,-2.875,-0.0,227
0.0,264.7524108886719,914428.75,192054.125,2001.6163330078125,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6612548828125,1108752.125,-2.875,-0.0,228
0.0,264.7524108886719,914428.75,192054.09375,2001.6112060546875,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.648193359375,1108752.125,-2.875,-0.0,229
0.0,264.75250244140625,914428.75,192054.09375,2000.4920654296875,1108748.125,0.0,55704.44140625,0.0,1051057.0,1989.514892578125,1108751.0,-2.875,-0.0,23
0.0,264.7524108886719,914428.75,192054.0625,2001.6109619140625,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6446533203125,1108752.0,-2.875,-0.0,230
0.0,264.7524108886719,914428.75,192054.015625,1999.9632568359375,1108747.5,0.0,55704.4765625,0.0,1051056.875,1989.0068359375,1108750.375,-2.875,-0.0,231
0.0,264.7524108886719,914428.75,192054.03125,2001.5924072265625,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6334228515625,1108752.0,-2.875,-0.0,232
0.0,264.7524108886719,914428.75,192054.03125,2000.8179931640625,1108748.375,0.0,55704.4765625,0.0,1051056.875,1989.9102783203125,1108751.25,-2.875,-0.0,233
0.0,264.7524108886719,914428.75,192054.03125,2001.6162109375,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6435546875,1108752.0,-2.875,-0.0,234
0.0,264.7524108886719,914428.75,192054.046875,2001.61865234375,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.65087890625,1108752.0,-2.875,-0.0,235
0.0,264.7524108886719,914428.75,192054.046875,2000.6270751953125,1108748.125,0.0,55704.4765625,0.0,1051056.875,1989.6849365234375,1108751.0,-2.875,-0.0,236
0.0,264.7524108886719,914428.75,192054.03125,2000.7857666015625,1108748.25,0.0,55704.4765625,0.0,1051056.875,1989.8319091796875,1108751.25,-3.0,-0.0,237
