"SegNum","WellNum","time_days","pump_factor","Qs","frac_depletion","depletion_m3d"
64,10,258,1.5,7e-07,0.333,2e-07
64,10,3543,1.5,0.261178,0.265,0.0692122
64,10,18143,1.5,0.73754,0.225,0.1659465
65,10,258,0.5,7e-07,0.088,1e-07
65,10,3543,0.5,0.0966716,0.07,0.006767
65,10,18143,0.5,0.2537163,0.059,0.0149693
65,10,258,1,1.3e-06,0.088,1e-07
65,10,3543,1,0.1933433,0.07,0.013534
65,10,18143,1,0.5074327,0.059,0.0299385
65,10,258,1.5,2e-06,0.088,2e-07
65,10,3543,1.5,0.2900149,0.07,0.020301
65,10,18143,1.5,0.761149,0.059,0.0449078
211,10,258,0.5,0,0.126,0
211,10,3543,0.5,0.0048111,0.101,0.0004859
211,10,18143,0.5,0.1128663,0.085,0.0095936
211,10,258,1,0,0.126,0
211,10,3543,1,0.0096221,0.101,0.0009718
211,10,18143,1,0.2257326,0.085,0.0191873
211,10,258,1.5,0,0.126,0
211,10,3543,1.5,0.0144332,0.101,0.0014577
211,10,18143,1.5,0.3385989,0.085,0.0287809
336,10,258,0.5,6.2e-05,0.405,2.51e-05
336,10,3543,0.5,0.1528481,0.323,0.0493699
336,10,18143,0.5,0.292899,0.274,0.0802543
336,10,258,1,0.000124,0.405,5.02e-05
336,10,3543,1,0.3056961,0.323,0.0987399
336,10,18143,1,0.585798,0.274,0.1605087
336,10,258,1.5,0.000186,0.405,7.53e-05
336,10,3543,1.5,0.4585442,0.323,0.1481098
336,10,18143,1.5,0.8786971,0.274,0.240763
61,10,3543,0.5,0.0037353,0.052,0.0001942
61,10,18143,0.5,0.1059822,0.062,0.0065709
61,10,3543,1,0.0074705,0.052,0.0003885
61,10,18143,1,0.2119643,0.062,0.0131418
61,10,3543,1.5,0.0112058,0.052,0.0005827
61,10,18143,1.5,0.3179465,0.062,0.0197127
66,10,3543,0.5,0.039917,0.056,0.0022354
66,10,18143,0.5,0.1964304,0.047,0.0092322
66,10,3543,1,0.079834,0.056,0.0044707
66,10,18143,1,0.3928608,0.047,0.0184645
66,10,3543,1.5,0.1197509,0.056,0.0067061
66,10,18143,1.5,0.5892912,0.047,0.0276967
213,10,3543,0.5,0.0002411,0.024,5.8e-06
213,10,18143,0.5,0.0550601,0.032,0.0017619
213,10,3543,1,0.0004822,0.024,1.16e-05
213,10,18143,1,0.1101202,0.032,0.0035238
213,10,3543,1.5,0.0007234,0.024,1.74e-05
213,10,18143,1.5,0.1651802,0.032,0.0052858
214,10,3543,0.5,0.048753,0.057,0.0027789
214,10,18143,0.5,0.2077573,0.056,0.0116344
214,10,3543,1,0.097506,0.057,0.0055578
214,10,18143,1,0.4155146,0.056,0.0232688
214,10,3543,1.5,0.146259,0.057,0.0083368
214,10,18143,1.5,0.6232719,0.056,0.0349032
298,10,3543,0.5,0.0074313,0.016,0.0001189
298,10,18143,0.5,0.1259191,0.015,0.0018888
298,10,3543,1,0.0148625,0.016,0.0002378
298,10,18143,1,0.2518381,0.015,0.0037776
298,10,3543,1.5,0.0222938,0.016,0.0003567
298,10,18143,1.5,0.3777572,0.015,0.0056664
51,10,18143,0.5,0.0027851,0.021,5.85e-05
51,10,18143,1,0.0055703,0.021,0.000117
51,10,18143,1.5,0.0083554,0.021,0.0001755
62,10,18143,0.5,0.0030113,0.013,3.91e-05
62,10,18143,1,0.0060226,0.013,7.83e-05
62,10,18143,1.5,0.0090338,0.013,0.0001174
67,10,18143,0.5,0.0767175,0.028,0.0021481
67,10,18143,1,0.153435,0.028,0.0042962
67,10,18143,1.5,0.2301524,0.028,0.0064443
70,10,18143,0.5,0.0087806,0.011,9.66e-05
70,10,18143,1,0.0175613,0.011,0.0001932
70,10,18143,1.5,0.0263419,0.011,0.0002898
205,10,18143,0.5,3e-05,0.013,4e-07
205,10,18143,1,6.01e-05,0.013,8e-07
205,10,18143,1.5,9.01e-05,0.013,1.2e-06
299,10,18143,0.5,0.070229,0.027,0.0018962
299,10,18143,1,0.1404581,0.027,0.0037924
299,10,18143,1.5,0.2106871,0.027,0.0056886
64,11,258,0.5,0.6903501,0.887,0.6123406
64,11,3543,0.5,0.7401091,0.866,0.6409345
64,11,18143,0.5,0.7503037,0.866,0.649763
64,11,258,1,1.3807003,0.887,1.2246812
64,11,3543,1,1.4802182,0.866,1.281869
64,11,18143,1,1.5006074,0.866,1.299526
64,11,258,1.5,2.0710504,0.887,1.8370217
64,11,3543,1.5,2.2203273,0.866,1.9228035
64,11,18143,1.5,2.2509111,0.866,1.949289
65,11,258,0.5,0.3427326,0.053,0.0181648
65,11,3543,0.5,0.4858855,0.051,0.0247802
65,11,18143,0.5,0.5171946,0.051,0.0263769
65,11,258,1,0.6854651,0.053,0.0363297
65,11,3543,1,0.971771,0.051,0.0495603
65,11,18143,1,1.0343891,0.051,0.0527538
65,11,258,1.5,1.0281977,0.053,0.0544945
65,11,3543,1.5,1.4576565,0.051,0.0743405
65,11,18143,1.5,1.5515837,0.051,0.0791308
66,11,258,0.5,0.0118295,0.014,0.0001656
66,11,3543,0.5,0.2532829,0.019,0.0048124
66,11,18143,0.5,0.3430889,0.019,0.0065187
66,11,258,1,0.023659,0.014,0.0003312
66,11,3543,1,0.5065658,0.019,0.0096247
66,11,18143,1,0.6861778,0.019,0.0130374
66,11,258,1.5,0.0354885,0.014,0.0004968
66,11,3543,1.5,0.7598486,0.019,0.0144371
66,11,18143,1.5,1.0292667,0.019,0.0195561
214,11,258,0.5,1.71e-05,0.019,3e-07
214,11,3543,0.5,0.1338007,0.027,0.0036126
214,11,18143,0.5,0.2806036,0.027,0.0075763
214,11,258,1,3.43e-05,0.019,7e-07
214,11,3543,1,0.2676014,0.027,0.0072252
214,11,18143,1,0.5612071,0.027,0.0151526
214,11,258,1.5,5.14e-05,0.019,1e-06
214,11,3543,1.5,0.401402,0.027,0.0108379
214,11,18143,1.5,0.8418107,0.027,0.0227289
336,11,258,0.5,0,0.026,0
336,11,3543,0.5,0.0268798,0.026,0.0006989
336,11,18143,0.5,0.1762384,0.026,0.0045822
336,11,258,1,0,0.026,0
336,11,3543,1,0.0537595,0.026,0.0013977
336,11,18143,1,0.3524769,0.026,0.0091644
336,11,258,1.5,0,0.026,0
336,11,3543,1.5,0.0806393,0.026,0.0020966
336,11,18143,1.5,0.5287153,0.026,0.0137466
61,11,3543,0.5,0.1914992,0.012,0.002298
61,11,18143,0.5,0.3156409,0.012,0.0037877
61,11,3543,1,0.3829984,0.012,0.004596
61,11,18143,1,0.6312818,0.012,0.0075754
61,11,3543,1.5,0.5744975,0.012,0.006894
61,11,18143,1.5,0.9469226,0.012,0.0113631
51,12,258,0.5,0,0.054,0
51,12,3543,0.5,0.000164,0.041,6.7e-06
51,12,18143,0.5,0.0503594,0.038,0.0019137
51,12,258,1,0,0.054,0
51,12,3543,1,0.0003279,0.041,1.34e-05
51,12,18143,1,0.1007187,0.038,0.0038273
51,12,258,1.5,0,0.054,0
51,12,3543,1.5,0.0004919,0.041,2.02e-05
51,12,18143,1.5,0.1510781,0.038,0.005741
61,12,258,0.5,0,0.058,0
61,12,3543,0.5,0.0367142,0.044,0.0016154
61,12,18143,0.5,0.1919267,0.04,0.0076771
61,12,258,1,0,0.058,0
61,12,3543,1,0.0734284,0.044,0.0032308
61,12,18143,1,0.3838535,0.04,0.0153541
61,12,258,1.5,0,0.058,0
61,12,3543,1.5,0.1101426,0.044,0.0048463
61,12,18143,1.5,0.5757802,0.04,0.0230312
63,12,258,0.5,0,0.041,0
63,12,3543,0.5,0.0410352,0.031,0.0012721
63,12,18143,0.5,0.1979476,0.028,0.0055425
63,12,258,1,0,0.041,0
63,12,3543,1,0.0820705,0.031,0.0025442
63,12,18143,1,0.3958952,0.028,0.0110851
63,12,258,1.5,0,0.041,0
63,12,3543,1.5,0.1231057,0.031,0.0038163
63,12,18143,1.5,0.5938429,0.028,0.0166276
64,12,258,0.5,0.0005462,0.345,0.0001885
64,12,3543,0.5,0.1918728,0.262,0.0502707
64,12,18143,0.5,0.3158461,0.241,0.0761189
64,12,258,1,0.0010925,0.345,0.0003769
64,12,3543,1,0.3837456,0.262,0.1005414
64,12,18143,1,0.6316923,0.241,0.1522378
64,12,258,1.5,0.0016387,0.345,0.0005654
64,12,3543,1.5,0.5756185,0.262,0.150812
64,12,18143,1.5,0.9475384,0.241,0.2283568
65,12,258,0.5,1.06e-05,0.125,1.3e-06
65,12,3543,0.5,0.1274418,0.095,0.012107
65,12,18143,0.5,0.276309,0.088,0.0243152
65,12,258,1,2.13e-05,0.125,2.7e-06
65,12,3543,1,0.2548837,0.095,0.0242139
65,12,18143,1,0.552618,0.088,0.0486304
65,12,258,1.5,3.19e-05,0.125,4e-06
65,12,3543,1.5,0.3823255,0.095,0.0363209
65,12,18143,1.5,0.828927,0.088,0.0729456
66,12,258,0.5,1.6e-06,0.015,0
66,12,3543,0.5,0.1056856,0.104,0.0109913
66,12,18143,0.5,0.2606986,0.096,0.0250271
66,12,258,1,3.3e-06,0.015,0
66,12,3543,1,0.2113712,0.104,0.0219826
66,12,18143,1,0.5213972,0.096,0.0500541
66,12,258,1.5,4.9e-06,0.015,1e-07
66,12,3543,1.5,0.3170568,0.104,0.0329739
66,12,18143,1.5,0.7820959,0.096,0.0750812
214,12,258,0.5,0.0014654,0.361,0.000529
214,12,3543,0.5,0.2117146,0.273,0.0577981
214,12,18143,0.5,0.3262318,0.252,0.0822104
214,12,258,1,0.0029308,0.361,0.001058
214,12,3543,1,0.4234293,0.273,0.1155962
214,12,18143,1,0.6524636,0.252,0.1644208
214,12,258,1.5,0.0043962,0.361,0.001587
214,12,3543,1.5,0.6351439,0.273,0.1733943
214,12,18143,1.5,0.9786953,0.252,0.2466312
67,12,3543,0.5,0.0014459,0.046,6.65e-05
67,12,18143,0.5,0.0840631,0.042,0.0035306
67,12,3543,1,0.0028919,0.046,0.000133
67,12,18143,1,0.1681262,0.042,0.0070613
67,12,3543,1.5,0.0043378,0.046,0.0001995
67,12,18143,1.5,0.2521893,0.042,0.0105919
211,12,3543,0.5,1.6e-06,0.013,0
211,12,18143,0.5,0.0178557,0.017,0.0003035
211,12,3543,1,3.2e-06,0.013,0
211,12,18143,1,0.0357114,0.017,0.0006071
211,12,3543,1.5,4.8e-06,0.013,1e-07
211,12,18143,1.5,0.0535671,0.017,0.0009106
298,12,3543,0.5,0.0379385,0.021,0.0007967
298,12,18143,0.5,0.1936766,0.019,0.0036799
298,12,3543,1,0.075877,0.021,0.0015934
298,12,18143,1,0.3873533,0.019,0.0073597
298,12,3543,1.5,0.1138155,0.021,0.0023901
298,12,18143,1.5,0.5810299,0.019,0.0110396
299,12,3543,0.5,0.0272712,0.019,0.0005182
299,12,18143,0.5,0.1769292,0.022,0.0038924
299,12,3543,1,0.0545424,0.019,0.0010363
299,12,18143,1,0.3538584,0.022,0.0077849
299,12,3543,1.5,0.0818135,0.019,0.0015545
299,12,18143,1.5,0.5307877,0.022,0.0116773
336,12,3543,0.5,0.022332,0.051,0.0011389
336,12,18143,0.5,0.1676619,0.067,0.0112333
336,12,3543,1,0.044664,0.051,0.0022779
336,12,18143,1,0.3353238,0.067,0.0224667
336,12,3543,1.5,0.066996,0.051,0.0034168
336,12,18143,1.5,0.5029857,0.067,0.0337
54,12,18143,0.5,0.0007242,0.011,8e-06
54,12,18143,1,0.0014485,0.011,1.59e-05
54,12,18143,1.5,0.0021727,0.011,2.39e-05
70,12,18143,0.5,0.016205,0.016,0.0002593
70,12,18143,1,0.0324099,0.016,0.0005186
70,12,18143,1.5,0.0486149,0.016,0.0007778
116,12,18143,0.5,0.0632503,0.012,0.000759
116,12,18143,1,0.1265006,0.012,0.001518
116,12,18143,1.5,0.1897508,0.012,0.002277
213,12,18143,0.5,0.0382306,0.011,0.0004205
213,12,18143,1,0.0764611,0.011,0.0008411
213,12,18143,1.5,0.1146917,0.011,0.0012616
51,13,258,0.5,0,0.185,0
51,13,3543,0.5,2e-07,0.14,0
51,13,18143,0.5,0.0109587,0.104,0.0011397
51,13,258,1,0,0.185,0
51,13,3543,1,3e-07,0.14,0
51,13,18143,1,0.0219175,0.104,0.0022794
51,13,258,1.5,0,0.185,0
51,13,3543,1.5,5e-07,0.14,1e-07
51,13,18143,1.5,0.0328762,0.104,0.0034191
61,13,258,0.5,0,0.082,0
61,13,3543,0.5,6.57e-05,0.062,4.1e-06
61,13,18143,0.5,0.0408472,0.046,0.001879
61,13,258,1,0,0.082,0
61,13,3543,1,0.0001315,0.062,8.1e-06
61,13,18143,1,0.0816943,0.046,0.0037579
61,13,258,1.5,0,0.082,0
61,13,3543,1.5,0.0001972,0.062,1.22e-05
61,13,18143,1.5,0.1225415,0.046,0.0056369
63,13,258,0.5,0,0.044,0
63,13,3543,0.5,0.0007062,0.033,2.33e-05
63,13,18143,0.5,0.0708363,0.025,0.0017709
63,13,258,1,0,0.044,0
63,13,3543,1,0.0014125,0.033,4.66e-05
63,13,18143,1,0.1416727,0.025,0.0035418
63,13,258,1.5,0,0.044,0
63,13,3543,1.5,0.0021187,0.033,6.99e-05
63,13,18143,1.5,0.212509,0.025,0.0053127
64,13,258,0.5,0,0.187,0
64,13,3543,0.5,0.0055218,0.142,0.0007841
64,13,18143,0.5,0.1168274,0.105,0.0122669
64,13,258,1,0,0.187,0
64,13,3543,1,0.0110436,0.142,0.0015682
64,13,18143,1,0.2336548,0.105,0.0245338
64,13,258,1.5,0,0.187,0
64,13,3543,1.5,0.0165653,0.142,0.0023523
64,13,18143,1.5,0.3504822,0.105,0.0368006
214,13,258,0.5,0,0.502,0
214,13,3543,0.5,0.0135069,0.381,0.0051461
214,13,18143,0.5,0.1468236,0.283,0.0415511
214,13,258,1,0,0.502,0
214,13,3543,1,0.0270139,0.381,0.0102923
214,13,18143,1,0.2936471,0.283,0.0831021
214,13,258,1.5,0,0.502,0
214,13,3543,1.5,0.0405208,0.381,0.0154384
214,13,18143,1.5,0.4404707,0.283,0.1246532
65,13,3543,0.5,0.0035488,0.055,0.0001952
65,13,18143,0.5,0.1046478,0.041,0.0042906
65,13,3543,1,0.0070976,0.055,0.0003904
65,13,18143,1,0.2092955,0.041,0.0085811
65,13,3543,1.5,0.0106463,0.055,0.0005855
65,13,18143,1.5,0.3139433,0.041,0.0128717
66,13,3543,0.5,0.0004557,0.11,5.01e-05
66,13,18143,0.5,0.0638815,0.082,0.0052383
66,13,3543,1,0.0009114,0.11,0.0001003
66,13,18143,1,0.127763,0.082,0.0104766
66,13,3543,1.5,0.0013671,0.11,0.0001504
66,13,18143,1.5,0.1916446,0.082,0.0157149
67,13,3543,0.5,1e-06,0.057,1e-07
67,13,18143,0.5,0.0162787,0.07,0.0011395
67,13,3543,1,2.1e-06,0.057,1e-07
67,13,18143,1,0.0325574,0.07,0.002279
67,13,3543,1.5,3.1e-06,0.057,2e-07
67,13,18143,1.5,0.0488362,0.07,0.0034185
298,13,3543,0.5,3.27e-05,0.019,6e-07
298,13,18143,0.5,0.0348642,0.026,0.0009065
298,13,3543,1,6.53e-05,0.019,1.2e-06
298,13,18143,1,0.0697284,0.026,0.0018129
298,13,3543,1.5,9.8e-05,0.019,1.9e-06
298,13,18143,1.5,0.1045926,0.026,0.0027194
52,13,18143,0.5,0.0010092,0.013,1.31e-05
52,13,18143,1,0.0020184,0.013,2.62e-05
52,13,18143,1.5,0.0030276,0.013,3.94e-05
53,13,18143,0.5,0.0006735,0.011,7.4e-06
53,13,18143,1,0.0013471,0.011,1.48e-05
53,13,18143,1.5,0.0020206,0.011,2.22e-05
54,13,18143,0.5,0.0015565,0.012,1.87e-05
54,13,18143,1,0.0031129,0.012,3.74e-05
54,13,18143,1.5,0.0046694,0.012,5.6e-05
68,13,18143,0.5,0.0010844,0.014,1.52e-05
68,13,18143,1,0.0021689,0.014,3.04e-05
68,13,18143,1.5,0.0032533,0.014,4.55e-05
70,13,18143,0.5,0.0002456,0.029,7.1e-06
70,13,18143,1,0.0004913,0.029,1.42e-05
70,13,18143,1.5,0.0007369,0.029,2.14e-05
116,13,18143,0.5,0.0138635,0.021,0.0002911
116,13,18143,1,0.0277271,0.021,0.0005823
116,13,18143,1.5,0.0415906,0.021,0.0008734
211,13,18143,0.5,8.32e-05,0.018,1.5e-06
211,13,18143,1,0.0001665,0.018,3e-06
211,13,18143,1.5,0.0002497,0.018,4.5e-06
213,13,18143,0.5,9.31e-05,0.011,1e-06
213,13,18143,1,0.0001862,0.011,2e-06
213,13,18143,1.5,0.0002793,0.011,3.1e-06
299,13,18143,0.5,0.0036691,0.029,0.0001064
299,13,18143,1,0.0073383,0.029,0.0002128
299,13,18143,1.5,0.0110074,0.029,0.0003192
336,13,18143,0.5,0.0622849,0.06,0.0037371
336,13,18143,1,0.1245699,0.06,0.0074742
336,13,18143,1.5,0.1868548,0.06,0.0112113
50,14,258,0.5,0,0.01,0
50,14,258,1,0,0.01,0
50,14,258,1.5,0,0.01,0
51,14,258,0.5,2e-07,0.454,1e-07
51,14,3543,0.5,0.0845346,0.374,0.0316159
51,14,18143,0.5,0.2436961,0.248,0.0604366
51,14,258,1,3e-07,0.454,1e-07
51,14,3543,1,0.1690692,0.374,0.0632319
51,14,18143,1,0.4873922,0.248,0.1208733
51,14,258,1.5,5e-07,0.454,2e-07
51,14,3543,1.5,0.2536039,0.374,0.0948478
51,14,18143,1.5,0.7310883,0.248,0.1813099
61,14,258,0.5,0,0.07,0
61,14,3543,0.5,0.0024972,0.057,0.0001423
61,14,18143,0.5,0.0959848,0.038,0.0036474
61,14,258,1,0,0.07,0
61,14,3543,1,0.0049943,0.057,0.0002847
61,14,18143,1,0.1919696,0.038,0.0072948
61,14,258,1.5,0,0.07,0
61,14,3543,1.5,0.0074915,0.057,0.000427
61,14,18143,1.5,0.2879544,0.038,0.0109423
63,14,258,0.5,0,0.03,0
63,14,3543,0.5,0.0047368,0.024,0.0001137
63,14,18143,0.5,0.1124288,0.016,0.0017989
63,14,258,1,0,0.03,0
63,14,3543,1,0.0094735,0.024,0.0002274
63,14,18143,1,0.2248576,0.016,0.0035977
63,14,258,1.5,0,0.03,0
63,14,3543,1.5,0.0142103,0.024,0.000341
63,14,18143,1.5,0.3372864,0.016,0.0053966
64,14,258,0.5,0,0.103,0
64,14,3543,0.5,0.0107989,0.085,0.0009179
64,14,18143,0.5,0.1385511,0.056,0.0077589
64,14,258,1,0,0.103,0
64,14,3543,1,0.0215977,0.085,0.0018358
64,14,18143,1,0.2771021,0.056,0.0155177
64,14,258,1.5,0,0.103,0
64,14,3543,1.5,0.0323966,0.085,0.0027537
64,14,18143,1.5,0.4156532,0.056,0.0232766
65,14,258,0.5,0,0.039,0
65,14,3543,0.5,0.0125949,0.032,0.000403
65,14,18143,0.5,0.1441777,0.021,0.0030277
65,14,258,1,0,0.039,0
65,14,3543,1,0.0251897,0.032,0.0008061
65,14,18143,1,0.2883555,0.021,0.0060555
65,14,258,1.5,0,0.039,0
65,14,3543,1.5,0.0377846,0.032,0.0012091
65,14,18143,1.5,0.4325332,0.021,0.0090832
214,14,258,0.5,1e-07,0.294,0
214,14,3543,0.5,0.0795102,0.242,0.0192415
214,14,18143,0.5,0.2393011,0.16,0.0382882
214,14,258,1,2e-07,0.294,1e-07
214,14,3543,1,0.1590204,0.242,0.0384829
214,14,18143,1,0.4786021,0.16,0.0765763
214,14,258,1.5,3e-07,0.294,1e-07
214,14,3543,1.5,0.2385306,0.242,0.0577244
214,14,18143,1.5,0.7179032,0.16,0.1148645
52,14,3543,0.5,0.0070587,0.016,0.0001129
52,14,18143,0.5,0.1242881,0.023,0.0028586
52,14,3543,1,0.0141174,0.016,0.0002259
52,14,18143,1,0.2485761,0.023,0.0057173
52,14,3543,1.5,0.0211762,0.016,0.0003388
52,14,18143,1.5,0.3728642,0.023,0.0085759
66,14,3543,0.5,0.0089845,0.075,0.0006738
66,14,18143,0.5,0.1321585,0.05,0.0066079
66,14,3543,1,0.0179689,0.075,0.0013477
66,14,18143,1,0.264317,0.05,0.0132159
66,14,3543,1.5,0.0269534,0.075,0.0020215
66,14,18143,1.5,0.3964756,0.05,0.0198238
67,14,3543,0.5,0.001603,0.076,0.0001218
67,14,18143,0.5,0.0861811,0.067,0.0057741
67,14,3543,1,0.003206,0.076,0.0002437
67,14,18143,1,0.1723622,0.067,0.0115483
67,14,3543,1.5,0.0048091,0.076,0.0003655
67,14,18143,1.5,0.2585434,0.067,0.0173224
298,14,3543,0.5,0.0120865,0.019,0.0002296
298,14,18143,0.5,0.1426442,0.021,0.0029955
298,14,3543,1,0.0241731,0.019,0.0004593
298,14,18143,1,0.2852885,0.021,0.0059911
298,14,3543,1.5,0.0362596,0.019,0.0006889
298,14,18143,1.5,0.4279327,0.021,0.0089866
38,14,18143,0.5,0.0150394,0.025,0.000376
38,14,18143,1,0.0300788,0.025,0.000752
38,14,18143,1.5,0.0451182,0.025,0.001128
53,14,18143,0.5,0.0645083,0.017,0.0010966
53,14,18143,1,0.1290167,0.017,0.0021933
53,14,18143,1.5,0.193525,0.017,0.0032899
54,14,18143,0.5,0.0298862,0.033,0.0009862
54,14,18143,1,0.0597725,0.033,0.0019725
54,14,18143,1.5,0.0896587,0.033,0.0029587
62,14,18143,0.5,0.0107328,0.011,0.0001181
62,14,18143,1,0.0214656,0.011,0.0002361
62,14,18143,1.5,0.0321984,0.011,0.0003542
68,14,18143,0.5,0.0318912,0.015,0.0004784
68,14,18143,1,0.0637824,0.015,0.0009567
68,14,18143,1.5,0.0956737,0.015,0.0014351
70,14,18143,0.5,0.032691,0.038,0.0012423
70,14,18143,1,0.0653819,0.038,0.0024845
70,14,18143,1.5,0.0980729,0.038,0.0037268
71,14,18143,0.5,0.00515,0.015,7.72e-05
71,14,18143,1,0.0103,0.015,0.0001545
71,14,18143,1.5,0.0154499,0.015,0.0002317
116,14,18143,0.5,0.0700751,0.025,0.0017519
116,14,18143,1,0.1401502,0.025,0.0035038
116,14,18143,1.5,0.2102253,0.025,0.0052556
211,14,18143,0.5,0.0318672,0.014,0.0004461
211,14,18143,1,0.0637344,0.014,0.0008923
211,14,18143,1.5,0.0956016,0.014,0.0013384
213,14,18143,0.5,0.0185975,0.011,0.0002046
213,14,18143,1,0.037195,0.011,0.0004091
213,14,18143,1.5,0.0557924,0.011,0.0006137
299,14,18143,0.5,0.0887988,0.026,0.0023088
299,14,18143,1,0.1775976,0.026,0.0046175
299,14,18143,1.5,0.2663964,0.026,0.0069263
305,14,18143,0.5,0.0530556,0.016,0.0008489
305,14,18143,1,0.1061112,0.016,0.0016978
305,14,18143,1.5,0.1591667,0.016,0.0025467
336,14,18143,0.5,0.0021076,0.053,0.0001117
336,14,18143,1,0.0042151,0.053,0.0002234
336,14,18143,1.5,0.0063227,0.053,0.0003351
64,15,258,0.5,4.4e-06,0.201,9e-07
64,15,3543,0.5,0.1166616,0.168,0.0195992
64,15,18143,0.5,0.2687685,0.136,0.0365525
64,15,258,1,8.8e-06,0.201,1.8e-06
64,15,3543,1,0.2333233,0.168,0.0391983
64,15,18143,1,0.5375371,0.136,0.073105
64,15,258,1.5,1.33e-05,0.201,2.7e-06
64,15,3543,1.5,0.3499849,0.168,0.0587975
64,15,18143,1.5,0.8063056,0.136,0.1096576
65,15,258,0.5,4.1e-06,0.116,5e-07
65,15,3543,0.5,0.1157857,0.097,0.0112312
65,15,18143,0.5,0.26814,0.078,0.0209149
65,15,258,1,8.2e-06,0.116,1e-06
65,15,3543,1,0.2315714,0.097,0.0224624
65,15,18143,1,0.5362801,0.078,0.0418298
65,15,258,1.5,1.23e-05,0.116,1.4e-06
65,15,3543,1.5,0.3473571,0.097,0.0336936
65,15,18143,1.5,0.8044201,0.078,0.0627448
66,15,258,0.5,0,0.131,0
66,15,3543,0.5,0.0434479,0.11,0.0047793
66,15,18143,0.5,0.2011325,0.089,0.0179008
66,15,258,1,0,0.131,0
66,15,3543,1,0.0868957,0.11,0.0095585
66,15,18143,1,0.4022651,0.089,0.0358016
66,15,258,1.5,0,0.131,0
66,15,3543,1.5,0.1303436,0.11,0.0143378
66,15,18143,1.5,0.6033976,0.089,0.0537024
211,15,258,0.5,0,0.165,0
211,15,3543,0.5,0.0243985,0.138,0.003367
211,15,18143,0.5,0.1716922,0.112,0.0192295
211,15,258,1,0,0.165,0
211,15,3543,1,0.048797,0.138,0.006734
211,15,18143,1,0.3433844,0.112,0.0384591
211,15,258,1.5,0,0.165,0
211,15,3543,1.5,0.0731955,0.138,0.010101
211,15,18143,1.5,0.5150767,0.112,0.0576886
212,15,258,0.5,0,0.019,0
212,15,3543,0.5,0.0126688,0.016,0.0002027
212,15,18143,0.5,0.1443967,0.013,0.0018772
212,15,258,1,0,0.019,0
212,15,3543,1,0.0253376,0.016,0.0004054
212,15,18143,1,0.2887934,0.013,0.0037543
212,15,258,1.5,0,0.019,0
212,15,3543,1.5,0.0380063,0.016,0.0006081
212,15,18143,1.5,0.4331901,0.013,0.0056315
298,15,258,0.5,0,0.048,0
298,15,3543,0.5,0.0135646,0.04,0.0005426
298,15,18143,0.5,0.1469863,0.033,0.0048505
298,15,258,1,0,0.048,0
298,15,3543,1,0.0271293,0.04,0.0010852
298,15,18143,1,0.2939727,0.033,0.0097011
298,15,258,1.5,0,0.048,0
298,15,3543,1.5,0.0406939,0.04,0.0016278
298,15,18143,1.5,0.440959,0.033,0.0145516
299,15,258,0.5,0,0.091,0
299,15,3543,0.5,0.0051319,0.077,0.0003952
299,15,18143,0.5,0.1147023,0.062,0.0071115
299,15,258,1,0,0.091,0
299,15,3543,1,0.0102637,0.077,0.0007903
299,15,18143,1,0.2294047,0.062,0.0142231
299,15,258,1.5,0,0.091,0
299,15,3543,1.5,0.0153956,0.077,0.0011855
299,15,18143,1.5,0.344107,0.062,0.0213346
336,15,258,0.5,0,0.228,0
336,15,3543,0.5,0.0313094,0.191,0.0059801
336,15,18143,0.5,0.1837053,0.155,0.0284743
336,15,258,1,0,0.228,0
336,15,3543,1,0.0626188,0.191,0.0119602
336,15,18143,1,0.3674106,0.155,0.0569486
336,15,258,1.5,0,0.228,0
336,15,3543,1.5,0.0939281,0.191,0.0179403
336,15,18143,1.5,0.5511159,0.155,0.085423
63,15,3543,0.5,0.004756,0.015,7.13e-05
63,15,18143,0.5,0.1125426,0.018,0.0020258
63,15,3543,1,0.009512,0.015,0.0001427
63,15,18143,1,0.2250852,0.018,0.0040515
63,15,3543,1.5,0.014268,0.015,0.000214
63,15,18143,1.5,0.3376278,0.018,0.0060773
67,15,3543,0.5,0.0025425,0.02,5.08e-05
67,15,18143,0.5,0.0964083,0.049,0.004724
67,15,3543,1,0.005085,0.02,0.0001017
67,15,18143,1,0.1928166,0.049,0.009448
67,15,3543,1.5,0.0076275,0.02,0.0001525
67,15,18143,1.5,0.2892249,0.049,0.014172
213,15,3543,0.5,0.0054756,0.044,0.0002409
213,15,18143,0.5,0.1165812,0.053,0.0061788
213,15,3543,1,0.0109512,0.044,0.0004819
213,15,18143,1,0.2331624,0.053,0.0123576
213,15,3543,1.5,0.0164268,0.044,0.0007228
213,15,18143,1.5,0.3497436,0.053,0.0185364
214,15,3543,0.5,0.0478788,0.085,0.0040697
214,15,18143,0.5,0.2066984,0.081,0.0167426
214,15,3543,1,0.0957576,0.085,0.0081394
214,15,18143,1,0.4133969,0.081,0.0334851
214,15,3543,1.5,0.1436364,0.085,0.0122091
214,15,18143,1.5,0.6200953,0.081,0.0502277
51,15,18143,0.5,0.0021251,0.02,4.25e-05
51,15,18143,1,0.0042502,0.02,8.5e-05
51,15,18143,1.5,0.0063754,0.02,0.0001275
61,15,18143,0.5,0.0778234,0.042,0.0032686
61,15,18143,1,0.1556467,0.042,0.0065372
61,15,18143,1.5,0.2334701,0.042,0.0098057
